"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","aspect","time_since","burnsev","count_v2","prop_area","area_ha","strata_nm","grove_name","grovearea_ha","unit_name","grove","Ease.of.Access","geometry"
"376","Site-10","Base","None",-118.710957148343,36.3442254764402,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115545.270418779, -185080.933775744)
"377","Site-26","Over","Next",-118.712935496747,36.3437882031796,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115368.608774453, -185131.931599697)
"378","Site-34","Over","Next",-118.722597534473,36.3454999555688,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114500.022356519, -184953.43921586)
"379","Site-38","Over","Next",-118.702715083939,36.3459706107687,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(116281.360603469, -184876.94247993)
"380","Site-42","Over","Next",-118.713263932431,36.3437917994602,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115339.165167066, -185131.931599697)
"381","Site-46","Over","Next",-118.710252622628,36.3178276711192,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115648.323044635, -188013.308653067)
"382","Site-54","Over","Next",-118.702523611451,36.3475748397815,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(116296.082407163, -184698.450096093)
"383","Site-58","Over","Next",-118.713920803892,36.3437989892682,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115280.27795229, -185131.931599697)
"384","Site-62","Over","Next",-118.716757530284,36.3215705791499,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115059.450896883, -187605.326061439)
"385","Site-67","Over","Next",-118.705816368651,36.318008367445,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(116045.811744368, -187987.80974109)
"386","Site-70","Over","Next",-118.703516745891,36.3471268441141,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(116207.751585, -184749.447920046)
"387","Site-78","Over","Next",-118.71723849847,36.3222642702194,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115015.285485802, -187528.829325509)
"388","Site-005","Base","None",-118.703533624766,36.3393836350931,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(116218.005151748, -185609.87149714)
"389","Site-009","Base","None",-118.709143331419,36.3317865369806,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115726.66461213, -186460.898275577)
"390","Site-021","Base","None",-118.707083694657,36.3455498069582,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115890.444792003, -184929.05007439)
"391","Site-022","Base","None",-118.724384945842,36.3380800478329,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114350.911101199, -185780.076852827)
"392","Site-025","Base","None",-118.708090463974,36.329222010154,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115824.932720054, -186744.573868389)
"393","Site-033","Base","None",-118.722329254363,36.3298882862548,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114547.447317047, -186687.838749826)
"394","Site-037","Base","None",-118.712693500935,36.3379525609319,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115399.104252385, -185780.076852827)
"395","Site-038","Base","None",-118.738558164188,36.342828316531,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113073.425698192, -185269.460785765)
"396","Site-049","Over","Next",-118.715022881432,36.32980861515,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115202.568036537, -186687.838749826)
"397","Site-053","Over","Next",-118.717094915244,36.3369795139273,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115006.03182069, -185893.547089952)
"398","Site-054","Over","Next",-118.723416691192,36.3304106953712,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114449.179209123, -186631.103631264)
"399","Site-065","Over","Next",-118.710075730036,36.3414979790278,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115628.396504206, -185382.93102289)
"400","Site-069","Over","Next",-118.708038726113,36.3322849883786,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115824.932720054, -186404.163157014)
"401","Site-077","Over","Next",-118.716295660159,36.341055494996,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115071.543892639, -185439.666141452)
"402","Site-078","Over","Next",-118.726237245147,36.3365683741646,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114187.130921327, -185950.282208514)
"403","Site-081","Over","Next",-118.705438215586,36.3348093218383,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(116054.224971875, -186120.487564202)
"404","Site-085","Over","Next",-118.71643275266,36.3328875667684,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115071.543892639, -186347.428038452)
"405","Site-089","Over","Next",-118.715990286764,36.3374780388716,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115104.299928614, -185836.811971389)
"406","Site-090","Over","Next",-118.733749035363,36.3463507031121,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113499.254165861, -184872.314955828)
"407","Site-097","Over","Next",-118.707831733225,36.3445368578217,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115824.932720054, -185042.520311515)
"408","Site-101","Over","Next",-118.711283686868,36.3348735716472,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115530.128396283, -186120.487564202)
"409","Site-102","Over","Next",-118.723025800374,36.3319382180794,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114481.935245097, -186460.898275577)
"410","Site-113","Over","Next",-118.710161831929,36.3363930330879,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115628.396504206, -185950.282208514)
"411","Site-121","Over","Next",-118.722312198781,36.3309092812443,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114547.447317047, -186574.368512701)
"412","Site-125","Over","Next",-118.716312798323,36.3400345056546,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115071.543892639, -185553.136378577)
"413","Site-126","Over","Next",-118.731284415507,36.340707672977,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113728.546417683, -185496.401260015)
"414","Site-133","Over","Next",-118.71390117506,36.3313281158351,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115300.836144461, -186517.633394139)
"415","Site-137","Over","Next",-118.715599211503,36.3390055318963,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115137.055964588, -185666.606615702)
"416","Site-138","Over","Next",-118.722617841644,36.3344867317574,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114514.691281072, -186177.222682764)
"417","Site-145","Over","Next",-118.705334515717,36.3409352558224,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(116054.224971875, -185439.666141452)
"418","Site-149","Over","Next",-118.709856764039,36.332815553356,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115661.152540181, -186347.428038452)
"419","Site-157","Over","Next",-118.712457060956,36.3302911198026,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115431.860288359, -186631.103631264)
"420","Site-162","Over","Next",-118.695182990515,36.3147827515125,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(117004.150015137, -188333.157188138)
"421","Site-01","Base","None",-118.977927718011,36.7505434306514,"None",793340.26761714,0.000001260493184,"None","SE_W","over5","Low","many",0.11,714.006240855426,"SE_W-over5-Low-many","General Grant",100.630353357783,"Sequoia and Kings Canyon National Parks","General Grant","Easy",c(91129.2152022195, -140218.276211402)
"422","Site-25","Over","Next",-118.97456518948,36.7481558487592,"None",793340.26761714,0.000001260493184,"None","SE_W","over5","Low","many",0.11,714.006240855426,"SE_W-over5-Low-many","General Grant",100.630353357783,"Sequoia and Kings Canyon National Parks","General Grant","Easy",c(91431.8808237549, -140480.392328504)
